Symbol,Date,IsCircuit
NSE:MIRCELECTR,2024-04-26,1
NSE:SETCO,2024-04-26,1
NSE:KPIGREEN,2024-04-26,1
NSE:SPARC,2024-04-26,1
NSE:MASKINVEST,2024-04-26,1
NSE:SETCO,2024-04-24,1
NSE:SPARC,2024-04-24,1
NSE:SOMATEX,2024-04-24,1
NSE:KEEPLEARN,2024-04-24,1
NSE:MUFIN,2024-04-24,1
NSE:SWELECTES,2024-04-23,1
NSE:SPARC,2024-04-23,1
NSE:BIRLAMONEY,2024-04-23,1
NSE:MUFIN,2024-04-23,1
NSE:SWELECTES,2024-04-22,1
NSE:SOMATEX,2024-04-22,1
NSE:SHYAMTEL,2024-04-22,1
NSE:SADBHAV,2024-04-22,1
NSE:REFEX,2024-04-22,1
NSE:SOMATEX,2024-04-19,1
NSE:SABTNL,2024-04-19,1
NSE:GKWLIMITED,2024-04-18,1
NSE:SABTNL,2024-04-18,1
NSE:ARENTERP,2024-04-16,1
NSE:SUULD,2024-04-15,1
NSE:ARVEE,2024-04-10,1
NSE:DCI,2024-04-10,1
NSE:SURANASOL,2024-04-09,1
NSE:HECPROJECT,2024-04-09,1
NSE:SELMC,2024-04-09,1
NSE:ENERGYDEV,2024-04-09,1
NSE:SELMC,2024-04-08,1
NSE:ARVEE,2024-04-08,1
NSE:ENERGYDEV,2024-04-08,1
NSE:AARVEEDEN,2024-04-08,1
NSE:GMRP&UI,2024-04-08,1
NSE:SURANASOL,2024-04-05,1
NSE:MAGNUM,2024-04-04,1
NSE:SKMEGGPROD,2024-04-04,1
NSE:SUMIT,2024-04-04,1
NSE:SETCO,2024-04-04,1
NSE:KEEPLEARN,2024-04-04,1
NSE:LASA,2024-04-04,1
NSE:MAGNUM,2024-04-03,1
NSE:SWELECTES,2024-04-03,1
NSE:INDOSTAR,2024-04-03,1
NSE:LASA,2024-04-03,1
NSE:63MOONS,2024-04-03,1
NSE:63MOONS,2024-04-02,1
NSE:SWELECTES,2024-04-02,1
NSE:GVKPIL,2024-04-02,1
NSE:INDOSTAR,2024-04-02,1
NSE:LASA,2024-04-02,1
NSE:RUCHINFRA,2024-04-01,1
NSE:SWELECTES,2024-04-01,1
NSE:IZMO,2024-04-01,1
NSE:INDOSTAR,2024-04-01,1
NSE:MEGASOFT,2024-03-28,1
NSE:FLEXITUFF,2024-03-28,1
NSE:DRCSYSTEMS,2024-03-28,1
NSE:RUCHINFRA,2024-03-27,1
NSE:WEL,2024-03-27,1
NSE:FLEXITUFF,2024-03-27,1
NSE:WEBELSOLAR,2024-03-27,1
NSE:DRCSYSTEMS,2024-03-27,1
NSE:MBLINFRA,2024-03-27,1
NSE:NAGREEKEXP,2024-03-27,1
NSE:MOTISONS,2024-03-26,1
NSE:WEL,2024-03-26,1
NSE:FLEXITUFF,2024-03-26,1
NSE:MBLINFRA,2024-03-26,1
NSE:NAGREEKEXP,2024-03-26,1
NSE:PVP,2024-03-22,1
NSE:MOTISONS,2024-03-22,1
NSE:LGHL,2024-03-22,1
NSE:NAGREEKEXP,2024-03-22,1
NSE:PVP,2024-03-21,1
NSE:GEEKAYWIRE,2024-03-21,1
NSE:RKEC,2024-03-20,1
NSE:SOMATEX,2024-03-20,1
NSE:GENSOL,2024-03-20,1
NSE:ROLLT,2024-03-20,1
NSE:RKEC,2024-03-19,1
NSE:SADBHAV,2024-03-19,1
NSE:PVP,2024-03-19,1
NSE:ROLLT,2024-03-19,1
NSE:SOMATEX,2024-03-19,1
NSE:SPMLINFRA,2024-03-18,1
NSE:RKEC,2024-03-18,1
NSE:MEP,2024-03-18,1
NSE:HCL-INSYS,2024-03-18,1
NSE:LGHL,2024-03-15,1
NSE:HCL-INSYS,2024-03-15,1
NSE:MEP,2024-03-14,1
NSE:PCJEWELLER,2024-03-14,1
NSE:LGHL,2024-03-14,1
NSE:MUFIN,2024-03-14,1
NSE:PARACABLES,2024-03-13,1
NSE:MUFIN,2024-03-13,1
NSE:WELINV,2024-03-13,1
NSE:MAGNUM,2024-03-13,1
NSE:SWSOLAR,2024-03-13,1
NSE:WELINV,2024-03-12,1
NSE:MAGNUM,2024-03-12,1
NSE:PARACABLES,2024-03-12,1
NSE:PVP,2024-03-12,1
NSE:SOMATEX,2024-03-12,1
NSE:MUFIN,2024-03-12,1
NSE:TFCILTD,2024-03-12,1
NSE:IITL,2024-03-12,1
NSE:MUFIN,2024-03-11,1
NSE:LGHL,2024-03-11,1
NSE:SOMATEX,2024-03-07,1
NSE:EUROTEXIND,2024-03-07,1
NSE:LGHL,2024-03-06,1
NSE:IIFL,2024-03-06,1
NSE:INOXWIND,2024-03-06,1
NSE:EUROTEXIND,2024-03-06,1
NSE:EUROTEXIND,2024-03-05,1
NSE:SADBHAV,2024-03-05,1
NSE:INOXWIND,2024-03-05,1
NSE:IIFL,2024-03-05,1
NSE:LGHL,2024-03-05,1
NSE:HIRECT,2024-03-05,1
NSE:GENSOL,2024-03-04,1
NSE:LGHL,2024-03-04,1
NSE:TIJARIA,2024-03-01,1
NSE:EUROTEXIND,2024-03-01,1
NSE:VIPULLTD,2024-03-01,1
NSE:SOMATEX,2024-03-01,1
NSE:DHRUV,2024-02-29,1
NSE:VIPULLTD,2024-02-29,1
NSE:JPASSOCIAT,2024-02-28,1
NSE:SOMATEX,2024-02-28,1
NSE:PVP,2024-02-27,1
NSE:JPASSOCIAT,2024-02-27,1
NSE:SOMATEX,2024-02-27,1
NSE:TIJARIA,2024-02-26,1
NSE:IREDA,2024-02-26,1
NSE:PVP,2024-02-26,1
NSE:JPASSOCIAT,2024-02-26,1
NSE:JUBLINDS,2024-02-26,1
NSE:JUBLINDS,2024-02-23,1
NSE:LGHL,2024-02-23,1
NSE:PVP,2024-02-23,1
NSE:VIPULLTD,2024-02-22,1
NSE:JUBLINDS,2024-02-22,1
NSE:WEWIN,2024-02-21,1
NSE:PAYTM,2024-02-21,1
NSE:TFCILTD,2024-02-21,1
NSE:SAMBHAAV,2024-02-21,1
NSE:ZENITHSTL,2024-02-21,1
NSE:VIPULLTD,2024-02-21,1
NSE:PAYTM,2024-02-20,1
NSE:SADBHAV,2024-02-20,1
NSE:TFCILTD,2024-02-20,1
NSE:SARVESHWAR,2024-02-20,1
NSE:PAYTM,2024-02-19,1
NSE:KPIGREEN,2024-02-19,1
NSE:TFCILTD,2024-02-19,1
NSE:MARINE,2024-02-19,1
NSE:PIGL,2024-02-19,1
NSE:KPIGREEN,2024-02-16,1
NSE:SALASAR,2024-02-16,1
NSE:PIGL,2024-02-16,1
NSE:IREDA,2024-02-15,1
NSE:KPIGREEN,2024-02-15,1
NSE:NBCC,2024-02-15,1
NSE:PIGL,2024-02-15,1
NSE:VIPULLTD,2024-02-14,1
NSE:RSSOFTWARE,2024-02-14,1
NSE:LYPSAGEMS,2024-02-14,1
NSE:MMTC,2024-02-13,1
NSE:TREEHOUSE,2024-02-13,1
NSE:SKMEGGPROD,2024-02-13,1
NSE:WEBELSOLAR,2024-02-13,1
NSE:IREDA,2024-02-13,1
NSE:SMLT,2024-02-13,1
NSE:KAMOPAINTS,2024-02-13,1
NSE:RSSOFTWARE,2024-02-13,1
NSE:GREENPOWER,2024-02-13,1
NSE:SADBHAV,2024-02-13,1
NSE:SALASAR,2024-02-13,1
NSE:EMSLIMITED,2024-02-13,1
NSE:VISAKAIND,2024-02-13,1
NSE:IFCI,2024-02-13,1
NSE:ALPSINDUS,2024-02-13,1
NSE:IREDA,2024-02-12,1
NSE:SMLT,2024-02-12,1
NSE:RSSOFTWARE,2024-02-12,1
NSE:IFCI,2024-02-12,1
NSE:REFEX,2024-02-09,1
NSE:SKMEGGPROD,2024-02-09,1
NSE:IREDA,2024-02-09,1
NSE:SMLT,2024-02-09,1
NSE:RSSOFTWARE,2024-02-09,1
NSE:GREENPOWER,2024-02-09,1
NSE:TVVISION,2024-02-09,1
NSE:SALASAR,2024-02-09,1
NSE:TRF,2024-02-09,1
NSE:SKMEGGPROD,2024-02-08,1
NSE:RSSOFTWARE,2024-02-08,1
NSE:TRF,2024-02-08,1
NSE:SKMEGGPROD,2024-02-07,1
NSE:RSSOFTWARE,2024-02-07,1
NSE:GREENPOWER,2024-02-07,1
NSE:SADBHAV,2024-02-07,1
NSE:SALASAR,2024-02-07,1
NSE:GTLINFRA,2024-02-06,1
NSE:RSSOFTWARE,2024-02-06,1
NSE:OMAXAUTO,2024-02-06,1
NSE:SADBHAV,2024-02-06,1
NSE:RSSOFTWARE,2024-02-05,1
NSE:OMAXAUTO,2024-02-05,1
NSE:TVVISION,2024-02-05,1
NSE:SADBHAV,2024-02-05,1
NSE:LAL,2024-02-05,1
NSE:PAYTM,2024-02-05,1
NSE:DIGISPICE,2024-02-02,1
NSE:NITIRAJ,2024-02-02,1
NSE:KANANIIND,2024-02-02,1
NSE:PAYTM,2024-02-02,1
NSE:RSSOFTWARE,2024-02-02,1
NSE:GREENPOWER,2024-02-02,1
NSE:OMAXAUTO,2024-02-02,1
NSE:GKWLIMITED,2024-02-02,1
NSE:DCI,2024-02-02,1
NSE:JYOTISTRUC,2024-02-01,1
NSE:PAYTM,2024-02-01,1
NSE:RSSOFTWARE,2024-02-01,1
NSE:OMAXAUTO,2024-02-01,1
NSE:DCI,2024-02-01,1
NSE:NITIRAJ,2024-02-01,1
NSE:RSSOFTWARE,2024-01-31,1
NSE:GKWLIMITED,2024-01-31,1
NSE:ASIANENE,2024-01-30,1
NSE:OMAXAUTO,2024-01-30,1
NSE:ZENTEC,2024-01-30,1
NSE:RSSOFTWARE,2024-01-30,1
NSE:KANANIIND,2024-01-30,1
NSE:WSI,2024-01-30,1
NSE:MUFIN,2024-01-30,1
NSE:ASIANENE,2024-01-29,1
NSE:PRAKASH,2024-01-29,1
NSE:RSSOFTWARE,2024-01-29,1
NSE:MUFIN,2024-01-29,1
NSE:ZENTEC,2024-01-29,1
NSE:RBZJEWEL,2024-01-25,1
